Data,Localizacao,Suspeitos,Confirmados,Internados,Intensivos,Recuperados,Mortes,AS,Confirmados_var,Suspeitos_var,Internados_var,Intensivos_var,Recuperados_var,Mortes_var,AS_var
20/10/2020,Portugal,777060,470306,17794,1805,195339,1666,552176,595,23316,376,184,879,181,36185
21/10/2020,Portugal,779560,472806,17894,1815,196339,1667,555176,596,23436,378,185,883,182,36385
22/10/2020,Portugal,782060,475306,17994,1825,197339,1668,558176,597,23556,380,186,887,183,36585
23/10/2020,Portugal,784560,477806,18094,1835,198339,1669,561176,598,23676,382,187,891,184,36785
24/10/2020,Portugal,787060,480306,18194,1845,199339,1670,564176,599,23796,384,188,895,185,36985
25/10/2020,Portugal,789560,482806,18294,1855,200339,1671,567176,600,23916,386,189,899,186,37185
26/10/2020,Portugal,792060,485306,18394,1865,201339,1672,570176,601,24036,388,190,903,187,37385
27/10/2020,Portugal,794560,487806,18494,1875,202339,1673,573176,602,24156,390,191,907,188,37585
28/10/2020,Portugal,797060,490306,18594,1885,203339,1674,576176,603,24276,392,192,911,189,37785
29/10/2020,Portugal,799560,492806,18694,1895,204339,1675,579176,604,24396,394,193,915,190,37985
30/10/2020,Portugal,802060,495306,18794,1905,205339,1676,582176,605,24516,396,194,919,191,38185
31/10/2020,Portugal,804560,497806,18894,1915,206339,1677,585176,606,24636,398,195,923,192,38385
01/11/2020,Portugal,807060,500306,18994,1925,207339,1678,588176,607,24756,400,196,927,193,38585
02/11/2020,Portugal,809560,502806,19094,1935,208339,1679,591176,608,24876,402,197,931,194,38785
03/11/2020,Portugal,812060,505306,19194,1945,209339,1680,594176,609,24996,404,198,935,195,38985
04/11/2020,Portugal,814560,507806,19294,1955,210339,1681,597176,610,25116,406,199,939,196,39185
05/11/2020,Portugal,817060,510306,19394,1965,211339,1682,600176,611,25236,408,200,943,197,39385
06/11/2020,Portugal,819560,512806,19494,1975,212339,1683,603176,612,25356,410,201,947,198,39585
07/11/2020,Portugal,822060,515306,19594,1985,213339,1684,606176,613,25476,412,202,951,199,39785
08/11/2020,Portugal,824560,517806,19694,1995,214339,1685,609176,614,25596,414,203,955,200,39985
09/11/2020,Portugal,827060,520306,19794,2005,215339,1686,612176,615,25716,416,204,959,201,40185
10/11/2020,Portugal,829560,522806,19894,2015,216339,1687,615176,616,25836,418,205,963,202,40385
11/11/2020,Portugal,832060,525306,19994,2025,217339,1688,618176,617,25956,420,206,967,203,40585
12/11/2020,Portugal,834560,527806,20094,2035,218339,1689,621176,618,26076,422,207,971,204,40785
13/11/2020,Portugal,837060,530306,20194,2045,219339,1690,624176,619,26196,424,208,975,205,40985
14/11/2020,Portugal,839560,532806,20294,2055,220339,1691,627176,620,26316,426,209,979,206,41185
15/11/2020,Portugal,842060,535306,20394,2065,221339,1692,630176,621,26436,428,210,983,207,41385
16/11/2020,Portugal,844560,537806,20494,2075,222339,1693,633176,622,26556,430,211,987,208,41585
17/11/2020,Portugal,847060,540306,20594,2085,223339,1694,636176,623,26676,432,212,991,209,41785
18/11/2020,Portugal,849560,542806,20694,2095,224339,1695,639176,624,26796,434,213,995,210,41985
19/11/2020,Portugal,852060,545306,20794,2105,225339,1696,642176,625,26916,436,214,999,211,42185
20/11/2020,Portugal,854560,547806,20894,2115,226339,1697,645176,626,27036,438,215,1003,212,42385
21/11/2020,Portugal,857060,550306,20994,2125,227339,1698,648176,627,27156,440,216,1007,213,42585
22/11/2020,Portugal,859560,552806,21094,2135,228339,1699,651176,628,27276,442,217,1011,214,42785
23/11/2020,Portugal,862060,555306,21194,2145,229339,1700,654176,629,27396,444,218,1015,215,42985
24/11/2020,Portugal,864560,557806,21294,2155,230339,1701,657176,630,27516,446,219,1019,216,43185
25/11/2020,Portugal,867060,560306,21394,2165,231339,1702,660176,631,27636,448,220,1023,217,43385
26/11/2020,Portugal,869560,562806,21494,2175,232339,1703,663176,632,27756,450,221,1027,218,43585
27/11/2020,Portugal,872060,565306,21594,2185,233339,1704,666176,633,27876,452,222,1031,219,43785
28/11/2020,Portugal,874560,567806,21694,2195,234339,1705,669176,634,27996,454,223,1035,220,43985
29/11/2020,Portugal,877060,570306,21794,2205,235339,1706,672176,635,28116,456,224,1039,221,44185
30/11/2020,Portugal,879560,572806,21894,2215,236339,1707,675176,636,28236,458,225,1043,222,44385
01/12/2020,Portugal,882060,575306,21994,2225,237339,1708,678176,637,28356,460,226,1047,223,44585
02/12/2020,Portugal,884560,577806,22094,2235,238339,1709,681176,638,28476,462,227,1051,224,44785
03/12/2020,Portugal,887060,580306,22194,2245,239339,1710,684176,639,28596,464,228,1055,225,44985
04/12/2020,Portugal,889560,582806,22294,2255,240339,1711,687176,640,28716,466,229,1059,226,45185
05/12/2020,Portugal,892060,585306,22394,2265,241339,1712,690176,641,28836,468,230,1063,227,45385
06/12/2020,Portugal,894560,587806,22494,2275,242339,1713,693176,642,28956,470,231,1067,228,45585
07/12/2020,Portugal,897060,590306,22594,2285,243339,1714,696176,643,29076,472,232,1071,229,45785
08/12/2020,Portugal,899560,592806,22694,2295,244339,1715,699176,644,29196,474,233,1075,230,45985
09/12/2020,Portugal,902060,595306,22794,2305,245339,1716,702176,645,29316,476,234,1079,231,46185
10/12/2020,Portugal,904560,597806,22894,2315,246339,1717,705176,646,29436,478,235,1083,232,46385
11/12/2020,Portugal,907060,600306,22994,2325,247339,1718,708176,647,29556,480,236,1087,233,46585
12/12/2020,Portugal,909560,602806,23094,2335,248339,1719,711176,648,29676,482,237,1091,234,46785
13/12/2020,Portugal,912060,605306,23194,2345,249339,1720,714176,649,29796,484,238,1095,235,46985
14/12/2020,Portugal,914560,607806,23294,2355,250339,1721,717176,650,29916,486,239,1099,236,47185
15/12/2020,Portugal,917060,610306,23394,2365,251339,1722,720176,651,30036,488,240,1103,237,47385
16/12/2020,Portugal,919560,612806,23494,2375,252339,1723,723176,652,30156,490,241,1107,238,47585
17/12/2020,Portugal,922060,615306,23594,2385,253339,1724,726176,653,30276,492,242,1111,239,47785
18/12/2020,Portugal,924560,617806,23694,2395,254339,1725,729176,654,30396,494,243,1115,240,47985
19/12/2020,Portugal,927060,620306,23794,2405,255339,1726,732176,655,30516,496,244,1119,241,48185
20/12/2020,Portugal,929560,622806,23894,2415,256339,1727,735176,656,30636,498,245,1123,242,48385
21/12/2020,Portugal,932060,625306,23994,2425,257339,1728,738176,657,30756,500,246,1127,243,48585
22/12/2020,Portugal,934560,627806,24094,2435,258339,1729,741176,658,30876,502,247,1131,244,48785
23/12/2020,Portugal,937060,630306,24194,2445,259339,1730,744176,659,30996,504,248,1135,245,48985
24/12/2020,Portugal,939560,632806,24294,2455,260339,1731,747176,660,31116,506,249,1139,246,49185
25/12/2020,Portugal,942060,635306,24394,2465,261339,1732,750176,661,31236,508,250,1143,247,49385
26/12/2020,Portugal,944560,637806,24494,2475,262339,1733,753176,662,31356,510,251,1147,248,49585
27/12/2020,Portugal,947060,640306,24594,2485,263339,1734,756176,663,31476,512,252,1151,249,49785
28/12/2020,Portugal,949560,642806,24694,2495,264339,1735,759176,664,31596,514,253,1155,250,49985
29/12/2020,Portugal,952060,645306,24794,2505,265339,1736,762176,665,31716,516,254,1159,251,50185
30/12/2020,Portugal,954560,647806,24894,2515,266339,1737,765176,666,31836,518,255,1163,252,50385
31/12/2020,Portugal,957060,650306,24994,2525,267339,1738,768176,667,31956,520,256,1167,253,50585
